Chunk,GT
workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 4; [client 70.73.12.94] Directory index forbidden by rule: /var/www/html/; [client 221.5.132.211] Directory index forbidden by rule: /var/www/html/; jk2_init() Found child 5776 in scoreboard slot 4,<start>mod_jk child workerEnv in error state 4</end>
[client 218.90.168.42] File does not exist: /var/www/html/MSADC; [client 218.90.168.42] File does not exist: /var/www/html/c; [client 218.90.168.42] File does not exist: /var/www/html/d; [client 218.90.168.42] File does not exist: /var/www/html/scripts/..%5c..; [client 218.90.168.42] File does not exist: /var/www/html/_vti_bin,<start>[client 218.90.168.42] File does not exist: /var/www/html/MSADC</end>
[client 132.208.20.23] script not found or unable to stat: /var/www/cgi-bin/awstats.pl; [client 132.208.20.23] script not found or unable to stat: /var/www/cgi-bin/awstats.pl; [client 132.208.20.23] script not found or unable to stat: /var/www/cgi-bin/awstats; [client 132.208.20.23] script not found or unable to stat: /var/www/cgi-bin/awstats; [client 132.208.20.23] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,<start>[client 132.208.20.23] script not found or unable to stat: /var/www/cgi-bin/awstats.pl</end>
jk2_init() Can't find child 3942 in scoreboard; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child init 1 -2; jk2_init() Found child 3943 in scoreboard slot 23; workerEnv.init() ok /etc/httpd/conf/workers2.properties,<start>jk2_init() Can't find child 3942 in scoreboard</end>
jk2_init() Found child 7972 in scoreboard slot 6; jk2_init() Found child 7976 in scoreboard slot 10; jk2_init() Found child 7973 in scoreboard slot 8; jk2_init() Found child 7975 in scoreboard slot 9; workerEnv.init() ok /etc/httpd/conf/workers2.properties,<start>normal</end>
jk2_init() Found child 32563 in scoreboard slot 9; jk2_init() Found child 32564 in scoreboard slot 10; jk2_init() Found child 32565 in scoreboard slot 11; jk2_init() Found child 32575 in scoreboard slot 6; jk2_init() Found child 32576 in scoreboard slot 7,<start>normal</end>
jk2_init() Found child 27443 in scoreboard slot 4; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 8; [client 210.115.233.107] Directory index forbidden by rule: /var/www/html/; [client 210.115.233.107] File does not exist: /var/www/html/cgi,<start>mod_jk child workerEnv in error state 8</end>
"[client 219.239.227.58] mod_security: Access denied with code 403. Error reading POST data, error_code=104 [hostname ""63.126.79.67""] [uri ""/xmlrpc.php""]; [client 219.239.227.58] File does not exist: /var/www/html/drupal; [client 219.239.227.58] File does not exist: /var/www/html/blogs; [client 219.239.227.58] File does not exist: /var/www/html/blog; [client 219.239.227.58] File does not exist: /var/www/html/awstats/awstats.pl","<start>mod_security: Access denied with code 403. Error reading POST data, error_code=104</end>"
[client 64.6.73.199] File does not exist: /var/www/html/articles; [client 64.6.73.199] File does not exist: /var/www/html/articles; [client 64.6.73.199] File does not exist: /var/www/html/articles; [client 64.6.73.199] File does not exist: /var/www/html/cvs; [client 64.6.73.199] File does not exist: /var/www/html/cvs,<start>File does not exist: /var/www/html/articles</end>
[client 218.144.240.75] File does not exist: /var/www/html/aws; jk2_init() Can't find child 3746 in scoreboard; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child init 1 -2; [client 218.144.240.75] File does not exist: /var/www/html/aws,<start>File does not exist: /var/www/html/aws</end>
jk2_init() Found child 32686 in scoreboard slot 7; jk2_init() Found child 32687 in scoreboard slot 8; jk2_init() Found child 32689 in scoreboard slot 6; jk2_init() Found child 32688 in scoreboard slot 9; jk2_init() Found child 32694 in scoreboard slot 6,<start>normal</end>
[client 66.34.225.128] File does not exist: /var/www/html/phpgroupware; [client 66.34.225.128] File does not exist: /var/www/html/wordpress; [client 66.34.225.128] File does not exist: /var/www/html/wordpress; [client 66.34.225.128] File does not exist: /var/www/html/wordpress; [client 66.34.225.128] File does not exist: /var/www/html/wordpress,<start>[client 66.34.225.128] File does not exist: /var/www/html/phpgroupware</end>
[client 200.94.105.213] File does not exist: /var/www/html/xmlrpc; [client 200.94.105.213] File does not exist: /var/www/html/wordpress; [client 200.94.105.213] File does not exist: /var/www/html/xmlrpc; [client 200.94.105.213] File does not exist: /var/www/html/wordpress; [client 200.94.105.213] File does not exist: /var/www/html/xmlrpc,<start>[client 200.94.105.213] File does not exist: /var/www/html/xmlrpc</end>
jk2_init() Found child 27147 in scoreboard slot 9; jk2_init() Found child 27146 in scoreboard slot 8; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 6; workerEnv.init() ok /etc/httpd/conf/workers2.properties,<start>mod_jk child workerEnv in error state 6</end>
mod_jk child workerEnv in error state 6; jk2_init() Can't find child 13861 in scoreboard; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child init 1 -2; jk2_init() Can't find child 13862 in scoreboard,<start>mod_jk child workerEnv in error state 6; jk2_init() Can't find child 13861 in scoreboard; jk2_init() Can't find child 13862 in scoreboard</end>
[client 61.152.90.96] File does not exist: /var/www/html/phpgroupware; [client 61.152.90.96] File does not exist: /var/www/html/blog; [client 61.152.90.96] File does not exist: /var/www/html/drupal; [client 61.152.90.96] File does not exist: /var/www/html/drupal; [client 61.152.90.96] File does not exist: /var/www/html/blogs,<start>File does not exist: /var/www/html/phpgroupware</end>
[client 202.64.47.171] File does not exist: /var/www/html/cvs; [client 202.64.47.171] File does not exist: /var/www/html/cvs; [client 202.64.47.171] File does not exist: /var/www/html/cvs; [client 202.64.47.171] File does not exist: /var/www/html/cvs; [client 202.64.47.171] File does not exist: /var/www/html/cvs,<start>[client 202.64.47.171] File does not exist: /var/www/html/cvs</end>
jk2_init() Found child 22804 in scoreboard slot 1; jk2_init() Found child 22818 in scoreboard slot 1; jk2_init() Found child 22817 in scoreboard slot 0; jk2_init() Found child 22814 in scoreboard slot 2; jk2_init() Found child 22815 in scoreboard slot 3,<start>normal</end>
mod_jk child workerEnv in error state 7; mod_jk child workerEnv in error state 9; mod_jk child workerEnv in error state 8; mod_jk child workerEnv in error state 6; jk2_init() Found child 24447 in scoreboard slot 10,<start>mod_jk child workerEnv in error state 7</end>
[client 210.125.123.190] Directory index forbidden by rule: /var/www/html/; [client 211.184.200.195] Directory index forbidden by rule: /var/www/html/; [client 70.155.240.252] Directory index forbidden by rule: /var/www/html/; [client 222.166.160.153] Directory index forbidden by rule: /var/www/html/; [client 222.166.160.93] Directory index forbidden by rule: /var/www/html/,<start>Directory index forbidden by rule: /var/www/html/</end>
[client 219.142.235.32] Directory index forbidden by rule: /var/www/html/; [client 70.30.30.166] Directory index forbidden by rule: /var/www/html/; [client 59.33.163.111] Directory index forbidden by rule: /var/www/html/; [client 211.209.176.106] Directory index forbidden by rule: /var/www/html/; [client 218.11.187.154] Directory index forbidden by rule: /var/www/html/,<start>Directory index forbidden by rule: /var/www/html/</end>
[client 213.179.232.20] File does not exist: /var/www/html/phpgroupware; [client 213.179.232.20] File does not exist: /var/www/html/wordpress; [client 213.179.232.20] File does not exist: /var/www/html/blog; mod_jk2 Shutting down; [client 213.179.232.20] File does not exist: /var/www/html/wordpress,<start>[client 213.179.232.20] File does not exist: /var/www/html/phpgroupware</end>
workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 6; jk2_init() Found child 25190 in scoreboard slot 4; jk2_init() Found child 25191 in scoreboard slot 3; jk2_init() Found child 25193 in scoreboard slot 2,<start>mod_jk child workerEnv in error state 6</end>
mod_jk child init 1 -2; jk2_init() Can't find child 13240 in scoreboard; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child init 1 -2; [client 222.80.194.54] Directory index forbidden by rule: /var/www/html/,<start>jk2_init() Can't find child 13240 in scoreboard</end>
[client 61.19.31.42] File does not exist: /var/www/html/xmlrpc; [client 61.19.31.42] File does not exist: /var/www/html/wordpress; [client 61.19.31.42] File does not exist: /var/www/html/wordpress; [client 61.19.31.42] File does not exist: /var/www/html/xmlsrv; [client 61.19.31.42] File does not exist: /var/www/html/xmlsrv,<start>[client 61.19.31.42] File does not exist: /var/www/html/xmlrpc</end>
jk2_init() Can't find child 1858 in scoreboard; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child init 1 -2; jk2_init() Found child 1859 in scoreboard slot 9; jk2_init() Can't find child 1860 in scoreboard,<start>jk2_init() Can't find child 1858 in scoreboard; jk2_init() Can't find child 1860 in scoreboard</end>
mod_jk child workerEnv in error state 7; jk2_init() Found child 5942 in scoreboard slot 8; jk2_init() Found child 5941 in scoreboard slot 7; workerEnv.init() ok /etc/httpd/conf/workers2.properties; workerEnv.init() ok /etc/httpd/conf/workers2.properties,<start>mod_jk child workerEnv in error state 7</end>
[client 64.182.1.110] File does not exist: /var/www/html/drupal; [client 64.182.1.110] File does not exist: /var/www/html/drupal; [client 64.182.1.110] File does not exist: /var/www/html/drupal; [client 64.182.1.110] File does not exist: /var/www/html/drupal; [client 64.182.1.110] File does not exist: /var/www/html/drupal,<start>File does not exist: /var/www/html/drupal</end>
jk2_init() Found child 28029 in scoreboard slot 1; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 4; jk2_init() Found child 28041 in scoreboard slot 4; jk2_init() Found child 28039 in scoreboard slot 2,<start>mod_jk child workerEnv in error state 4</end>
jk2_init() Found child 9554 in scoreboard slot 7; jk2_init() Found child 9555 in scoreboard slot 8; workerEnv.init() ok /etc/httpd/conf/workers2.properties; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 6,<start>mod_jk child workerEnv in error state 6</end>
workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 4; jk2_init() Found child 6494 in scoreboard slot 4; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 4,<start>mod_jk child workerEnv in error state 4</end>
[client 84.73.105.43] script not found or unable to stat: /var/www/cgi-bin/awstats; [client 84.73.105.43] File does not exist: /var/www/html/blog; [client 84.73.105.43] File does not exist: /var/www/html/blog; [client 84.73.105.43] File does not exist: /var/www/html/blog; [client 84.73.105.43] File does not exist: /var/www/html/blog,<start>[client 84.73.105.43] script not found or unable to stat: /var/www/cgi-bin/awstats</end>
jk2_init() Can't find child 32027 in scoreboard; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child init 1 -2; jk2_init() Can't find child 32028 in scoreboard; workerEnv.init() ok /etc/httpd/conf/workers2.properties,<start>jk2_init() Can't find child 32027 in scoreboard</end>
jk2_init() Found child 14923 in scoreboard slot 5; [client 70.64.64.61] Directory index forbidden by rule: /var/www/html/; workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 4; jk2_init() Found child 15102 in scoreboard slot 5,<start>mod_jk child workerEnv in error state 4</end>
[client 69.153.12.150] Directory index forbidden by rule: /var/www/html/; [client 219.154.35.149] Directory index forbidden by rule: /var/www/html/; [client 67.168.31.8] Directory index forbidden by rule: /var/www/html/; [client 82.198.104.26] Directory index forbidden by rule: /var/www/html/; [client 71.102.245.251] Directory index forbidden by rule: /var/www/html/,<start>Directory index forbidden by rule: /var/www/html/</end>
workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 4; jk2_init() Found child 6602 in scoreboard slot 5; [client 219.79.97.119] Directory index forbidden by rule: /var/www/html/; workerEnv.init() ok /etc/httpd/conf/workers2.properties,<start>mod_jk child workerEnv in error state 4</end>
mod_jk child workerEnv in error state 6; jk2_init() Found child 2838 in scoreboard slot 10; jk2_init() Found child 2836 in scoreboard slot 9; jk2_init() Found child 2837 in scoreboard slot 6; workerEnv.init() ok /etc/httpd/conf/workers2.properties,<start>mod_jk child workerEnv in error state 6</end>
workerEnv.init() ok /etc/httpd/conf/workers2.properties; mod_jk child workerEnv in error state 6; mod_jk child workerEnv in error state 6; jk2_init() Found child 28594 in scoreboard slot 8; workerEnv.init() ok /etc/httpd/conf/workers2.properties,<start>mod_jk child workerEnv in error state 6</end>
jk2_init() Found child 30687 in scoreboard slot 4; jk2_init() Found child 30689 in scoreboard slot 9; jk2_init() Found child 30690 in scoreboard slot 7; workerEnv.init() ok /etc/httpd/conf/workers2.properties; workerEnv.init() ok /etc/httpd/conf/workers2.properties,<start>normal</end>
